registration_date,total_usage_time,pets,carpet_score,sent_for_repair,failure_date,battery_status,impact_status,ir_status,had_failure,time_to_failure,type_of_failure
2017-09-16,829,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2017-09-16,1302,1,4,1,2019-04-15,1,0,0,1,576,Battery
2017-09-16,648,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-09-17,2543,1,1,0,1970-01-01,0,0,0,0,-1,Censored
2017-09-17,697,1,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-09-17,787,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-09-18,818,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2017-09-18,277,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-09-19,815,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2017-09-20,1644,1,6,0,1970-01-01,0,0,0,0,-1,Censored
2017-09-20,1751,1,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-09-21,906,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2017-09-21,1198,1,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-09-21,1340,1,1,1,2019-02-13,1,0,0,1,510,Battery
2017-09-21,1469,1,3,1,2019-08-16,1,0,0,1,694,Battery
2017-09-21,1477,1,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-09-21,2308,1,4,1,2019-11-22,0,1,0,1,792,Impact
2017-09-21,1026,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-09-21,802,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-09-22,528,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-09-22,1647,1,1,0,1970-01-01,0,0,0,0,-1,Censored
2017-09-22,1406,1,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-09-22,728,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-09-23,904,0,2,1,2019-06-22,1,0,0,1,637,Battery
2017-09-23,1166,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-09-24,633,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-09-24,601,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2017-09-24,1000,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2017-09-25,1620,1,5,0,1970-01-01,0,0,0,0,-1,Censored
2017-09-25,958,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2017-09-25,1670,1,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-09-25,511,0,5,0,1970-01-01,0,0,0,0,-1,Censored
2017-09-25,1814,1,5,0,1970-01-01,0,0,0,0,-1,Censored
2017-09-26,536,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2017-09-26,995,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-09-26,841,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2017-09-27,602,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2017-09-27,731,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-09-28,851,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-09-28,1514,1,5,0,1970-01-01,0,0,0,0,-1,Censored
2017-09-28,1414,1,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-09-29,917,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-09-30,816,0,2,1,2019-10-07,1,0,0,1,737,Battery
2017-09-30,197,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-09-30,721,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-09-30,2559,1,4,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-02,669,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-02,799,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-02,416,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-02,787,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-03,968,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-03,1406,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-03,976,0,5,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-03,985,0,5,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-05,978,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-06,755,1,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-06,974,1,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-07,2156,1,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-07,1516,1,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-08,21,0,2,1,2017-11-03,0,0,1,1,26,Ir
2017-10-09,994,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-09,1612,1,1,1,2019-12-10,1,0,0,1,792,Battery
2017-10-09,918,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-10,1968,1,1,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-10,577,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-11,1068,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-11,1020,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-11,984,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-12,1194,1,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-12,1120,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-12,826,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-12,1217,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-12,1226,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-13,1016,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-14,673,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-14,698,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-14,2500,1,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-15,600,0,3,1,2019-03-04,0,0,1,1,505,Ir
2017-10-15,612,0,1,1,2019-02-07,0,0,1,1,480,Ir
2017-10-16,817,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-16,2179,1,3,1,2019-08-25,1,0,0,1,678,Battery
2017-10-16,605,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-17,770,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-17,832,0,5,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-17,574,1,4,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-18,829,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-18,495,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-18,965,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-18,774,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-18,1577,1,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-18,795,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-19,747,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-19,1539,1,1,1,2019-09-12,1,0,0,1,693,Battery
2017-10-19,1142,1,1,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-20,961,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-20,2038,1,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-20,819,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-20,797,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-21,928,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-21,1964,1,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-21,522,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-21,1441,1,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-22,679,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-22,971,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-22,85,0,4,1,2018-01-07,0,0,1,1,77,Ir
2017-10-22,1098,0,6,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-24,450,1,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-24,1174,1,4,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-24,1028,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-25,771,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-25,1424,1,1,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-25,1171,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-25,977,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-26,673,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-26,1155,0,5,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-26,839,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-26,2184,1,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-26,615,0,4,1,2019-09-10,1,0,0,1,684,Battery
2017-10-26,460,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-27,851,0,5,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-27,693,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-28,730,0,7,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-28,1904,1,6,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-28,433,1,4,1,2019-03-08,0,0,1,1,496,Ir
2017-10-28,1041,1,1,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-28,847,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-28,833,0,5,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-28,743,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-29,2329,1,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-29,899,0,3,1,2019-11-13,0,0,1,1,745,Ir
2017-10-29,1016,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-30,1601,1,2,1,2019-02-03,0,0,1,1,461,Ir
2017-10-30,917,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-30,1835,1,1,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-31,846,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-31,894,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-31,753,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2017-10-31,916,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-01,1211,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-01,821,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-02,1628,1,1,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-02,903,1,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-02,829,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-02,1858,1,1,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-02,266,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-03,1225,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-03,905,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-04,829,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-04,365,0,1,1,2019-10-09,1,0,0,1,704,Battery
2017-11-05,362,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-05,618,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-06,531,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-07,633,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-07,865,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-07,1104,1,1,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-07,651,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-08,736,1,1,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-08,1429,1,4,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-08,795,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-09,836,0,6,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-09,961,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-09,831,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-09,2681,1,1,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-09,494,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-10,429,0,5,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-10,906,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-10,808,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-10,1340,1,5,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-10,837,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-10,923,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-11,1425,1,4,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-11,1053,1,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-11,644,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-12,1390,1,1,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-13,1228,1,1,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-14,1169,1,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-14,1262,1,4,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-14,585,0,5,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-14,305,0,4,1,2018-10-09,1,0,0,1,329,Battery
2017-11-14,498,0,4,1,2019-03-09,0,0,1,1,480,Ir
2017-11-15,1226,0,3,1,2019-09-28,1,0,0,1,682,Battery
2017-11-15,810,0,5,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-15,123,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-15,601,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-15,501,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-15,1345,1,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-16,541,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-16,760,0,6,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-16,935,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-16,626,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-17,771,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-18,1002,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-18,1067,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-18,603,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-18,1597,1,4,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-18,1396,1,4,1,2019-11-04,1,0,0,1,716,Battery
2017-11-18,869,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-18,887,1,2,1,2019-11-26,1,0,0,1,738,Battery
2017-11-18,836,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-18,956,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-19,1464,1,4,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-19,804,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-19,607,1,1,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-19,826,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-20,865,0,6,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-21,1389,1,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-21,1005,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-21,919,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-21,1193,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-21,604,0,3,1,2019-08-09,0,0,1,1,626,Ir
2017-11-22,1640,1,1,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-22,124,0,1,1,2018-05-09,0,0,1,1,168,Ir
2017-11-22,1202,1,2,1,2019-06-03,1,0,0,1,558,Battery
2017-11-22,857,0,6,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-23,1049,1,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-23,694,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-24,1109,1,1,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-24,772,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-25,1936,1,4,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-25,939,0,5,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-25,791,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-27,748,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-27,777,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-27,713,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-27,1046,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-27,345,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-27,684,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-27,1437,1,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-27,635,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-28,791,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-28,1115,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-28,1022,1,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-28,1105,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-29,917,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-29,811,0,6,1,2019-10-21,1,0,0,1,691,Battery
2017-11-29,1443,1,1,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-29,1459,1,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-11-29,623,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-01,1447,1,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-02,970,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-03,801,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-03,530,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-03,1079,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-03,1442,1,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-04,619,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-04,619,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-04,606,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-04,1516,1,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-05,576,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-05,1153,1,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-06,1539,1,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-06,1254,1,1,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-06,1622,1,6,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-06,986,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-07,556,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-08,2306,1,4,1,2019-07-13,1,0,0,1,582,Battery
2017-12-09,643,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-09,483,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-10,690,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-10,1062,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-10,64,1,3,1,2018-01-19,0,0,1,1,40,Ir
2017-12-11,1730,1,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-11,550,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-12,792,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-12,759,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-12,546,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-13,1577,1,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-14,1255,1,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-14,1098,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-14,1519,1,4,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-14,969,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-14,1561,1,1,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-15,1630,1,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-16,990,1,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-17,889,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-17,585,1,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-17,530,0,6,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-17,943,1,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-18,793,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-18,922,1,5,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-19,571,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-19,733,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-20,938,1,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-21,640,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-21,424,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-21,721,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-21,957,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-22,629,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-22,603,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-22,691,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-23,1688,1,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-24,840,0,5,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-24,820,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-24,2088,1,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-25,1250,1,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-25,924,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-25,635,0,5,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-25,1587,1,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-25,742,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-26,314,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-27,562,1,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-28,626,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-28,796,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-28,758,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-29,1395,1,1,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-29,925,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-30,1798,1,6,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-30,333,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-30,1497,1,2,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-31,453,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-31,683,0,6,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-31,244,0,2,1,2018-09-04,0,0,1,1,247,Ir
2017-12-31,1713,1,7,0,1970-01-01,0,0,0,0,-1,Censored
2017-12-31,586,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2018-01-01,966,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2018-01-01,1776,1,1,0,1970-01-01,0,0,0,0,-1,Censored
2018-01-01,1035,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2018-01-01,551,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2018-01-01,1669,1,2,1,2019-11-26,1,0,0,1,694,Battery
2018-01-03,1382,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2018-01-03,600,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2018-01-03,600,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2018-01-04,141,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2018-01-04,1111,1,3,0,1970-01-01,0,0,0,0,-1,Censored
2018-01-04,1026,1,2,0,1970-01-01,0,0,0,0,-1,Censored
2018-01-05,1725,1,6,0,1970-01-01,0,0,0,0,-1,Censored
2018-01-05,621,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2018-01-06,873,1,4,0,1970-01-01,0,0,0,0,-1,Censored
2018-01-06,1224,1,1,0,1970-01-01,0,0,0,0,-1,Censored
2018-01-06,373,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2018-01-07,698,1,2,0,1970-01-01,0,0,0,0,-1,Censored
2018-01-07,1482,1,4,0,1970-01-01,0,0,0,0,-1,Censored
2018-01-07,89,1,1,0,1970-01-01,0,0,0,0,-1,Censored
2018-01-08,624,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2018-01-09,729,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2018-01-09,304,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2018-01-09,1895,1,3,0,1970-01-01,0,0,0,0,-1,Censored
2018-01-09,803,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2018-01-11,948,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2018-01-11,325,0,3,1,2019-05-24,1,0,0,1,498,Battery
2018-01-12,1679,1,2,0,1970-01-01,0,0,0,0,-1,Censored
2018-01-12,801,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2018-01-12,532,1,2,0,1970-01-01,0,0,0,0,-1,Censored
2018-01-12,870,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2018-01-13,568,0,5,0,1970-01-01,0,0,0,0,-1,Censored
2018-01-13,705,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2018-01-13,622,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2018-01-13,834,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2018-01-14,2209,1,1,1,2019-12-21,0,1,0,1,706,Impact
2018-01-14,821,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2018-01-14,513,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2018-01-15,857,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2018-01-15,659,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2018-01-16,695,1,2,0,1970-01-01,0,0,0,0,-1,Censored
2018-01-16,437,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2018-01-16,913,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2018-01-16,983,1,2,0,1970-01-01,0,0,0,0,-1,Censored
2018-01-17,1492,1,3,0,1970-01-01,0,0,0,0,-1,Censored
2018-01-18,272,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2018-01-18,1400,1,6,0,1970-01-01,0,0,0,0,-1,Censored
2018-01-22,1598,1,3,0,1970-01-01,0,0,0,0,-1,Censored
2018-01-22,935,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2018-01-23,834,1,3,0,1970-01-01,0,0,0,0,-1,Censored
2018-01-23,1354,1,3,0,1970-01-01,0,0,0,0,-1,Censored
2018-01-23,649,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2018-01-24,992,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2018-01-24,922,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2018-01-24,734,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2018-01-25,403,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2018-01-26,660,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2018-01-26,456,0,5,0,1970-01-01,0,0,0,0,-1,Censored
2018-01-26,627,0,5,0,1970-01-01,0,0,0,0,-1,Censored
2018-01-26,723,0,3,0,1970-01-01,0,0,0,0,-1,Censored
